service_id,doj,DOI,seats,seat_type,Booking_Channel,gmv,asp,dow,SrcId-DestId
Service2,30-09-2022,22-09-2022 08:38,1,Seater,Online Booking,807,807,Fri,J-A
Service2,30-09-2022,23-09-2022 01:36,1,Sleeper,Online Booking,979,979,Fri,J-A
Service2,30-09-2022,19-09-2022 23:07,4,Seater,Online Booking,3780,945,Fri,J-A
Service2,30-09-2022,27-09-2022 17:38,1,Sleeper,Online Booking,994,994,Fri,J-A
Service2,30-09-2022,22-09-2022 19:37,1,Seater,Online Booking,862,862,Fri,J-A
Service2,01-10-2022,17-09-2022 22:05,3,Seater,Online Booking,2127,709,Sat,J-B
Service2,01-10-2022,23-09-2022 20:28,1,Seater,Online Booking,689,689,Sat,J-B
Service2,01-10-2022,23-09-2022 20:46,1,Seater,Online Booking,698,698,Sat,J-B
Service2,01-10-2022,25-09-2022 10:10,2,Sleeper,Online Booking,1626,813,Sat,J-B
Service2,01-10-2022,27-09-2022 21:47,2,Sleeper,Online Booking,1662,831,Sat,J-B
Service2,01-10-2022,01-10-2022 14:28,3,Sleeper,Online Booking,2781,927,Sat,D-A
Service2,01-10-2022,29-09-2022 13:00,1,Sleeper,Online Booking,831,831,Sat,J-B
Service2,01-10-2022,29-09-2022 15:11,2,Sleeper,Online Booking,2342,1171,Sat,J-A
Service2,01-10-2022,29-09-2022 14:18,3,Sleeper,Online Booking,2532,844,Sat,J-A
Service2,01-10-2022,29-09-2022 09:41,2,Sleeper,Online Booking,1666,833,Sat,J-A
Service2,01-10-2022,25-09-2022 17:07,1,Seater,Online Booking,695,695,Sat,J-A
Service2,01-10-2022,24-09-2022 16:56,2,Sleeper,Online Booking,1628,814,Sat,J-A
Service2,01-10-2022,23-09-2022 19:19,1,Sleeper,Online Booking,820,820,Sat,J-A
Service2,01-10-2022,22-09-2022 00:04,1,Seater,Online Booking,689,689,Sat,J-A
Service2,01-10-2022,21-09-2022 09:11,2,Sleeper,Online Booking,1556,778,Sat,J-A
Service2,01-10-2022,20-09-2022 22:15,1,Seater,Offline Booking,684,684,Sat,J-A
Service2,01-10-2022,01-10-2022 11:36,1,Sleeper,Online Booking,909,909,Sat,J-A
Service2,01-10-2022,30-09-2022 13:58,2,Sleeper,Online Booking,1762,881,Sat,J-B
Service2,01-10-2022,23-09-2022 18:01,1,Sleeper,Online Booking,844,844,Sat,J-B
Service2,01-10-2022,26-09-2022 10:35,1,Seater,Online Booking,673,673,Sat,J-C
Service2,01-10-2022,25-09-2022 18:54,1,Seater,Online Booking,682,682,Sat,J-C
Service2,01-10-2022,25-09-2022 14:41,1,Seater,Online Booking,679,679,Sat,J-C
Service2,02-10-2022,02-10-2022 09:58,1,Sleeper,Online Booking,908,908,Sun,J-A
Service2,02-10-2022,02-10-2022 20:10,1,Sleeper,Online Booking,652,652,Sun,J-A
Service2,02-10-2022,02-10-2022 18:44,1,Sleeper,Online Booking,705,705,Sun,J-A
Service2,02-10-2022,02-10-2022 18:10,1,Seater,Online Booking,724,724,Sun,J-A
Service2,02-10-2022,02-10-2022 17:18,1,Sleeper,Online Booking,934,934,Sun,J-A
Service2,02-10-2022,02-10-2022 16:53,1,Seater,Online Booking,756,756,Sun,J-A
Service2,02-10-2022,02-10-2022 12:44,1,Seater,Online Booking,713,713,Sun,J-A
Service2,02-10-2022,02-10-2022 12:34,1,Seater,Online Booking,742,742,Sun,J-A
Service2,02-10-2022,02-10-2022 09:10,1,Seater,Online Booking,715,715,Sun,J-A
Service2,02-10-2022,02-10-2022 20:35,1,Sleeper,Online Booking,672,672,Sun,G-A
Service2,02-10-2022,29-09-2022 11:19,2,Seater,Offline Booking,2126,1063,Sun,J-A
Service2,02-10-2022,28-09-2022 22:05,1,Sleeper,Online Booking,1288,1288,Sun,J-A
Service2,02-10-2022,24-09-2022 12:04,2,Sleeper,Online Booking,2266,1133,Sun,J-A
Service2,02-10-2022,01-10-2022 15:39,1,Sleeper,Online Booking,1211,1211,Sun,J-C
Service2,02-10-2022,02-10-2022 17:08,1,Sleeper,Online Booking,953,953,Sun,J-C
Service2,02-10-2022,02-10-2022 10:28,2,Sleeper,Online Booking,1642,821,Sun,J-A
Service2,02-10-2022,02-10-2022 20:00,2,Sleeper,Online Booking,1406,703,Sun,G-A
Service2,02-10-2022,02-10-2022 19:40,1,Sleeper,Online Booking,662,662,Sun,J-A
Service2,02-10-2022,23-09-2022 12:30,1,Seater,Online Booking,1062,1062,Sun,J-B
Service2,02-10-2022,02-10-2022 18:26,1,Sleeper,Online Booking,724,724,Sun,J-B
Service2,02-10-2022,27-09-2022 22:58,1,Sleeper,Online Booking,1200,1200,Sun,J-B
Service2,02-10-2022,23-09-2022 12:19,4,Sleeper,Online Booking,4728,1182,Sun,J-B
Service2,02-10-2022,02-10-2022 21:10,1,Sleeper,Online Booking,703,703,Sun,J-B
Service2,03-10-2022,03-10-2022 20:22,1,Seater,Online Booking,645,645,Mon,J-A
Service2,03-10-2022,03-10-2022 21:50,6,Sleeper,Offline Booking,4212,702,Mon,J-A
Service2,03-10-2022,03-10-2022 19:25,2,Seater,Offline Booking,1382,691,Mon,I-A
Service2,03-10-2022,29-09-2022 16:37,4,Sleeper,Online Booking,3536,884,Mon,J-A
Service2,03-10-2022,01-10-2022 18:59,1,Sleeper,Online Booking,911,911,Mon,J-A
Service2,03-10-2022,01-10-2022 22:06,2,Sleeper,Online Booking,1808,904,Mon,J-A
Service2,03-10-2022,02-10-2022 07:26,1,Sleeper,Online Booking,911,911,Mon,J-A
Service2,03-10-2022,29-09-2022 10:02,2,Sleeper,Online Booking,1760,880,Mon,J-A
Service2,03-10-2022,03-10-2022 11:50,2,Sleeper,Online Booking,1678,839,Mon,J-A
Service2,03-10-2022,03-10-2022 12:51,1,Sleeper,Online Booking,777,777,Mon,J-A
Service2,03-10-2022,03-10-2022 12:58,1,Seater,Online Booking,684,684,Mon,J-A
Service2,03-10-2022,03-10-2022 18:48,1,Sleeper,Offline Booking,862,862,Mon,J-A
Service2,03-10-2022,02-10-2022 09:01,1,Seater,Online Booking,729,729,Mon,J-C
Service2,03-10-2022,02-10-2022 12:45,1,Sleeper,Online Booking,933,933,Mon,J-A
Service2,04-10-2022,03-10-2022 16:05,1,Seater,Online Booking,705,705,Tue,J-B
Service2,04-10-2022,03-10-2022 10:23,1,Sleeper,Online Booking,897,897,Tue,J-A
Service2,04-10-2022,03-10-2022 14:24,1,Seater,Online Booking,712,712,Tue,J-B
Service2,04-10-2022,03-10-2022 11:36,4,Sleeper,Online Booking,3616,904,Tue,J-A
Service2,04-10-2022,03-10-2022 11:49,1,Sleeper,Online Booking,883,883,Tue,J-A
Service2,04-10-2022,03-10-2022 17:14,1,Seater,Online Booking,752,752,Tue,J-A
Service2,04-10-2022,04-10-2022 20:08,3,Sleeper,Online Booking,2400,800,Tue,J-A
Service2,04-10-2022,03-10-2022 17:58,1,Seater,Online Booking,735,735,Tue,J-A
Service2,04-10-2022,03-10-2022 20:23,1,Seater,Online Booking,806,806,Tue,J-A
Service2,04-10-2022,04-10-2022 04:26,2,Sleeper,Online Booking,2034,1017,Tue,J-A
Service2,04-10-2022,04-10-2022 13:09,1,Sleeper,Online Booking,1074,1074,Tue,J-A
Service2,04-10-2022,04-10-2022 18:51,1,Seater,Online Booking,709,709,Tue,J-A
Service2,04-10-2022,04-10-2022 22:32,1,Seater,Offline Booking,660,660,Tue,J-A
Service2,04-10-2022,03-10-2022 06:52,1,Sleeper,Online Booking,884,884,Tue,J-A
Service2,04-10-2022,02-10-2022 17:16,2,Sleeper,Online Booking,1674,837,Tue,J-A
Service2,04-10-2022,02-10-2022 14:11,1,Seater,Online Booking,718,718,Tue,J-A
Service2,04-10-2022,29-09-2022 15:59,1,Sleeper,Online Booking,868,868,Tue,J-A
Service2,04-10-2022,02-10-2022 00:41,1,Sleeper,Online Booking,928,928,Tue,J-A
Service2,04-10-2022,02-10-2022 07:12,1,Seater,Online Booking,722,722,Tue,J-A
Service2,04-10-2022,02-10-2022 20:57,1,Seater,Online Booking,739,739,Tue,J-A
Service2,04-10-2022,02-10-2022 12:04,1,Sleeper,Online Booking,838,838,Tue,J-A
Service2,04-10-2022,02-10-2022 22:20,2,Sleeper,Online Booking,1682,841,Tue,J-A
Service2,04-10-2022,02-10-2022 12:19,1,Sleeper,Online Booking,904,904,Tue,J-A
Service2,04-10-2022,02-10-2022 12:56,2,Sleeper,Online Booking,1680,840,Tue,J-A
Service2,04-10-2022,02-10-2022 22:01,1,Sleeper,Online Booking,906,906,Tue,J-A
Service2,04-10-2022,02-10-2022 21:01,1,Seater,Online Booking,712,712,Tue,J-A
Service2,05-10-2022,01-10-2022 20:56,1,Seater,Online Booking,1460,1460,Wed,J-A
Service2,05-10-2022,04-10-2022 12:09,1,Sleeper,Online Booking,2255,2255,Wed,J-A
Service2,05-10-2022,03-10-2022 12:38,1,Sleeper,Online Booking,2088,2088,Wed,J-A
Service2,05-10-2022,01-10-2022 21:03,2,Seater,Online Booking,2944,1472,Wed,J-A
Service2,05-10-2022,27-09-2022 14:40,1,Seater,Online Booking,1467,1467,Wed,J-A
Service2,05-10-2022,30-09-2022 19:36,1,Seater,Online Booking,1444,1444,Wed,J-A
Service2,05-10-2022,05-10-2022 12:32,1,Sleeper,Online Booking,2238,2238,Wed,J-A
Service2,05-10-2022,29-09-2022 22:01,2,Sleeper,Online Booking,4188,2094,Wed,J-A
Service2,05-10-2022,29-09-2022 17:52,2,Sleeper,Online Booking,3628,1814,Wed,J-A
Service2,05-10-2022,01-10-2022 09:34,1,Seater,Online Booking,1497,1497,Wed,J-A
Service2,05-10-2022,01-10-2022 19:43,2,Sleeper,Online Booking,3712,1856,Wed,J-A
Service2,05-10-2022,27-09-2022 20:14,1,Seater,Online Booking,1428,1428,Wed,J-A
Service2,05-10-2022,05-10-2022 17:54,2,Sleeper,Online Booking,4016,2008,Wed,J-A
Service2,05-10-2022,03-10-2022 23:02,1,Sleeper,Online Booking,2105,2105,Wed,J-B
Service2,05-10-2022,23-09-2022 09:10,1,Seater,Online Booking,1533,1533,Wed,J-A
Service2,05-10-2022,22-09-2022 09:44,3,Sleeper,Offline Booking,6474,2158,Wed,J-A
Service2,05-10-2022,21-09-2022 21:12,1,Sleeper,Online Booking,2008,2008,Wed,J-A
Service2,05-10-2022,05-10-2022 19:22,1,Sleeper,Online Booking,1502,1502,Wed,J-C
Service2,05-10-2022,05-10-2022 20:14,2,Sleeper,Online Booking,2170,1085,Wed,G-A
Service2,05-10-2022,29-09-2022 22:48,1,Seater,Online Booking,1444,1444,Wed,G-A
Service2,05-10-2022,24-09-2022 19:53,1,Sleeper,Online Booking,2073,2073,Wed,J-A
Service2,05-10-2022,29-09-2022 11:40,1,Seater,Online Booking,1442,1442,Wed,J-B
Service2,05-10-2022,02-10-2022 12:28,1,Sleeper,Online Booking,1830,1830,Wed,J-B
Service2,05-10-2022,05-10-2022 22:03,1,Sleeper,Online Booking,979,979,Wed,J-A
Service2,05-10-2022,27-09-2022 11:18,2,Sleeper,Online Booking,3652,1826,Wed,J-A
Service2,06-10-2022,06-10-2022 15:52,2,Sleeper,Online Booking,1470,735,Thu,J-C
Service2,06-10-2022,06-10-2022 23:32,1,Sleeper,Online Booking,662,662,Thu,G-A
Service2,06-10-2022,06-10-2022 19:36,2,Sleeper,Online Booking,1372,686,Thu,J-B
Service2,06-10-2022,06-10-2022 19:53,2,Sleeper,Online Booking,1420,710,Thu,J-B
Service2,06-10-2022,06-10-2022 21:17,2,Seater,Online Booking,1204,602,Thu,J-A
Service2,06-10-2022,06-10-2022 20:58,3,Sleeper,Online Booking,1959,653,Thu,J-A
Service2,06-10-2022,06-10-2022 20:01,1,Sleeper,Online Booking,691,691,Thu,J-A
Service2,06-10-2022,06-10-2022 18:51,1,Seater,Online Booking,619,619,Thu,J-A
Service2,06-10-2022,06-10-2022 18:11,2,Sleeper,Online Booking,1470,735,Thu,J-A
Service2,06-10-2022,06-10-2022 17:38,2,Sleeper,Online Booking,1412,706,Thu,J-A
Service2,06-10-2022,06-10-2022 14:53,1,Seater,Online Booking,612,612,Thu,J-A
Service2,06-10-2022,06-10-2022 14:29,1,Sleeper,Online Booking,811,811,Thu,J-A
Service2,06-10-2022,06-10-2022 12:11,1,Seater,Online Booking,760,760,Thu,J-A
Service2,06-10-2022,06-10-2022 09:46,1,Seater,Online Booking,733,733,Thu,J-A
Service2,06-10-2022,06-10-2022 08:09,2,Sleeper,Online Booking,2398,1199,Thu,J-A
Service2,06-10-2022,05-10-2022 20:09,1,Seater,Online Booking,953,953,Thu,J-A
Service2,06-10-2022,06-10-2022 10:53,1,Sleeper,Online Booking,900,900,Thu,J-A
Service2,06-10-2022,05-10-2022 11:18,1,Sleeper,Online Booking,1170,1170,Thu,J-A
Service2,06-10-2022,25-09-2022 23:40,1,Sleeper,Online Booking,1602,1602,Thu,J-A
Service2,06-10-2022,05-10-2022 11:31,2,Sleeper,Online Booking,2396,1198,Thu,J-A
Service2,06-10-2022,04-10-2022 09:36,1,Seater,Online Booking,927,927,Thu,J-A
Service2,06-10-2022,03-10-2022 20:19,1,Sleeper,Online Booking,1260,1260,Thu,J-A
Service2,06-10-2022,04-10-2022 10:47,1,Sleeper,Online Booking,1236,1236,Thu,J-A
Service2,06-10-2022,04-10-2022 18:58,1,Seater,Online Booking,953,953,Thu,J-A
Service2,07-10-2022,06-10-2022 14:53,1,Sleeper,Online Booking,904,904,Fri,J-A
Service2,07-10-2022,06-10-2022 21:05,1,Sleeper,Offline Booking,919,919,Fri,J-A
Service2,07-10-2022,07-10-2022 09:17,2,Sleeper,Online Booking,1838,919,Fri,J-A
Service2,07-10-2022,02-10-2022 18:57,1,Seater,Online Booking,661,661,Fri,J-A
Service2,07-10-2022,07-10-2022 15:22,1,Sleeper,Online Booking,883,883,Fri,J-A
Service2,07-10-2022,04-10-2022 21:35,1,Seater,Online Booking,707,707,Fri,J-A
Service2,07-10-2022,04-10-2022 21:17,1,Sleeper,Online Booking,830,830,Fri,J-A
Service2,07-10-2022,04-10-2022 17:58,1,Sleeper,Online Booking,2080,2080,Fri,J-A
Service2,07-10-2022,04-10-2022 17:36,1,Sleeper,Online Booking,805,805,Fri,J-A
Service2,07-10-2022,03-10-2022 13:38,1,Seater,Online Booking,667,667,Fri,J-A
Service2,07-10-2022,03-10-2022 11:29,2,Sleeper,Offline Booking,1646,823,Fri,J-A
Service2,07-10-2022,05-10-2022 07:33,1,Seater,Online Booking,658,658,Fri,J-A
Service2,07-10-2022,07-10-2022 12:00,2,Sleeper,Online Booking,1854,927,Fri,J-B
Service2,07-10-2022,01-10-2022 10:10,1,Seater,Online Booking,710,710,Fri,J-A
Service2,07-10-2022,07-10-2022 18:41,2,Sleeper,Online Booking,1626,813,Fri,J-A
Service2,07-10-2022,02-10-2022 11:11,1,Sleeper,Online Booking,826,826,Fri,J-A
Service2,07-10-2022,01-10-2022 18:20,1,Sleeper,Online Booking,800,800,Fri,J-A
Service2,07-10-2022,01-10-2022 16:07,1,Seater,Online Booking,693,693,Fri,J-A
Service2,07-10-2022,07-10-2022 22:34,1,Sleeper,Online Booking,685,685,Fri,J-A
Service2,07-10-2022,29-09-2022 17:34,1,Seater,Online Booking,698,698,Fri,J-A
Service2,07-10-2022,24-09-2022 21:18,1,Seater,Online Booking,699,699,Fri,J-A
Service2,07-10-2022,07-10-2022 12:26,2,Sleeper,Offline Booking,1796,898,Fri,J-A
Service2,07-10-2022,05-10-2022 11:31,1,Seater,Online Booking,758,758,Fri,J-C
Service2,07-10-2022,06-10-2022 17:09,1,Sleeper,Online Booking,962,962,Fri,J-C
Service2,07-10-2022,07-10-2022 20:48,1,Sleeper,Online Booking,703,703,Fri,J-C
Service2,07-10-2022,07-10-2022 22:17,1,Sleeper,Offline Booking,739,739,Fri,J-C
Service2,07-10-2022,07-10-2022 17:56,2,Sleeper,Online Booking,1692,846,Fri,J-A
Service2,07-10-2022,07-10-2022 14:58,1,Seater,Offline Booking,776,776,Fri,J-A
Service2,08-10-2022,08-10-2022 11:46,1,Sleeper,Online Booking,1071,1071,Sat,J-A
Service2,08-10-2022,02-10-2022 23:59,1,Sleeper,Online Booking,872,872,Sat,J-A
Service2,08-10-2022,02-10-2022 23:18,2,Sleeper,Online Booking,1666,833,Sat,J-A
Service2,08-10-2022,03-10-2022 18:27,1,Seater,Online Booking,658,658,Sat,J-A
Service2,08-10-2022,03-10-2022 09:52,4,Sleeper,Online Booking,3292,823,Sat,J-A
Service2,08-10-2022,04-10-2022 09:59,1,Seater,Online Booking,697,697,Sat,J-A
Service2,08-10-2022,07-10-2022 07:39,1,Seater,Online Booking,936,936,Sat,J-A
Service2,08-10-2022,05-10-2022 14:23,1,Seater,Online Booking,953,953,Sat,J-A
Service2,08-10-2022,05-10-2022 14:55,1,Seater,Online Booking,922,922,Sat,J-A
Service2,08-10-2022,05-10-2022 16:33,1,Sleeper,Online Booking,1112,1112,Sat,J-A
Service2,08-10-2022,05-10-2022 17:35,1,Seater,Online Booking,976,976,Sat,J-A
Service2,08-10-2022,06-10-2022 18:21,1,Seater,Online Booking,963,963,Sat,J-A
Service2,08-10-2022,02-10-2022 22:55,2,Sleeper,Online Booking,1698,849,Sat,J-A
Service2,08-10-2022,05-10-2022 10:08,1,Seater,Online Booking,783,783,Sat,J-A
Service2,08-10-2022,02-10-2022 16:15,1,Sleeper,Online Booking,801,801,Sat,J-A
Service2,08-10-2022,27-09-2022 15:39,6,Sleeper,Online Booking,4998,833,Sat,J-A
Service2,08-10-2022,01-10-2022 20:37,2,Sleeper,Online Booking,1568,784,Sat,J-A
Service2,08-10-2022,24-09-2022 12:48,1,Sleeper,Online Booking,862,862,Sat,J-A
Service2,08-10-2022,08-10-2022 15:29,1,Sleeper,Online Booking,1110,1110,Sat,J-B
Service2,08-10-2022,06-10-2022 21:45,1,Seater,Online Booking,930,930,Sat,J-B
Service2,08-10-2022,02-10-2022 15:54,1,Sleeper,Online Booking,846,846,Sat,J-A
Service2,08-10-2022,27-09-2022 16:49,1,Sleeper,Online Booking,867,867,Sat,J-A
Service2,08-10-2022,28-09-2022 22:23,1,Sleeper,Online Booking,851,851,Sat,J-A
Service2,08-10-2022,06-10-2022 15:53,1,Seater,Online Booking,989,989,Sat,J-B
Service2,09-10-2022,09-10-2022 21:40,1,Sleeper,Offline Booking,851,851,Sun,J-A
Service2,09-10-2022,08-10-2022 12:53,1,Seater,Offline Booking,1614,1614,Sun,J-A
Service2,09-10-2022,08-10-2022 13:04,1,Sleeper,Online Booking,1745,1745,Sun,J-A
Service2,09-10-2022,08-10-2022 14:59,1,Sleeper,Online Booking,1798,1798,Sun,J-A
Service2,09-10-2022,08-10-2022 17:21,1,Sleeper,Online Booking,1701,1701,Sun,J-A
Service2,09-10-2022,08-10-2022 17:29,1,Seater,Online Booking,1600,1600,Sun,J-A
Service2,09-10-2022,08-10-2022 18:08,1,Seater,Online Booking,1520,1520,Sun,J-A
Service2,09-10-2022,08-10-2022 18:33,2,Sleeper,Online Booking,3684,1842,Sun,J-A
Service2,09-10-2022,08-10-2022 19:09,1,Sleeper,Online Booking,1692,1692,Sun,J-A
Service2,09-10-2022,08-10-2022 21:28,1,Sleeper,Online Booking,1775,1775,Sun,J-A
Service2,09-10-2022,08-10-2022 22:05,1,Sleeper,Online Booking,1806,1806,Sun,J-A
Service2,09-10-2022,08-10-2022 12:38,1,Sleeper,Online Booking,1841,1841,Sun,J-A
Service2,09-10-2022,08-10-2022 23:09,1,Seater,Online Booking,1547,1547,Sun,J-A
Service2,09-10-2022,08-10-2022 23:10,1,Sleeper,Online Booking,1740,1740,Sun,J-A
Service2,09-10-2022,09-10-2022 08:18,1,Seater,Online Booking,1607,1607,Sun,J-A
Service2,09-10-2022,09-10-2022 11:10,1,Sleeper,Online Booking,1721,1721,Sun,J-A
Service2,09-10-2022,08-10-2022 18:42,1,Sleeper,Online Booking,1726,1726,Sun,J-A
Service2,09-10-2022,08-10-2022 22:42,2,Sleeper,Online Booking,3272,1636,Sun,J-A
Service2,09-10-2022,08-10-2022 10:56,1,Seater,Online Booking,1616,1616,Sun,J-A
Service2,09-10-2022,07-10-2022 20:53,1,Sleeper,Online Booking,1688,1688,Sun,J-A
Service2,09-10-2022,08-10-2022 09:40,1,Sleeper,Online Booking,1861,1861,Sun,J-A
Service2,09-10-2022,30-09-2022 11:01,1,Seater,Online Booking,1506,1506,Sun,J-A
Service2,09-10-2022,05-10-2022 17:36,1,Sleeper,Online Booking,1845,1845,Sun,J-A
Service2,09-10-2022,05-10-2022 17:48,1,Sleeper,Online Booking,1855,1855,Sun,J-A
Service2,09-10-2022,05-10-2022 22:26,2,Sleeper,Online Booking,3558,1779,Sun,J-A
Service2,09-10-2022,09-10-2022 08:57,1,Sleeper,Online Booking,1737,1737,Sun,G-A
Service2,09-10-2022,06-10-2022 14:52,1,Seater,Online Booking,1573,1573,Sun,J-A
Service2,09-10-2022,06-10-2022 23:21,1,Sleeper,Online Booking,1709,1709,Sun,J-A
Service2,09-10-2022,07-10-2022 09:54,1,Seater,Online Booking,1573,1573,Sun,J-A
Service2,09-10-2022,07-10-2022 18:12,2,Sleeper,Offline Booking,3590,1795,Sun,J-A
Service2,09-10-2022,06-10-2022 11:58,1,Seater,Online Booking,1579,1579,Sun,J-A
Service2,10-10-2022,08-10-2022 17:30,1,Seater,Online Booking,673,673,Mon,J-A
Service2,10-10-2022,08-10-2022 18:54,2,Sleeper,Online Booking,1652,826,Mon,J-A
Service2,10-10-2022,09-10-2022 10:42,1,Seater,Online Booking,817,817,Mon,J-A
Service2,10-10-2022,09-10-2022 16:32,2,Sleeper,Offline Booking,1860,930,Mon,J-A
Service2,10-10-2022,09-10-2022 18:42,1,Sleeper,Online Booking,944,944,Mon,J-A
Service2,10-10-2022,09-10-2022 21:45,1,Seater,Online Booking,810,810,Mon,J-A
Service2,10-10-2022,10-10-2022 11:31,1,Sleeper,Online Booking,965,965,Mon,J-A
Service2,10-10-2022,08-10-2022 07:46,3,Seater,Online Booking,2364,788,Mon,J-A
Service2,10-10-2022,10-10-2022 12:25,1,Sleeper,Online Booking,1003,1003,Mon,J-A
Service2,10-10-2022,10-10-2022 18:12,1,Sleeper,Online Booking,990,990,Mon,J-A
Service2,10-10-2022,10-10-2022 18:41,1,Sleeper,Offline Booking,951,951,Mon,J-A
Service2,10-10-2022,10-10-2022 10:53,1,Seater,Online Booking,817,817,Mon,D-A
Service2,10-10-2022,10-10-2022 10:27,1,Sleeper,Online Booking,927,927,Mon,J-A
Service2,10-10-2022,10-10-2022 08:44,1,Sleeper,Online Booking,990,990,Mon,J-A
Service2,10-10-2022,07-10-2022 17:38,1,Sleeper,Online Booking,822,822,Mon,J-A
Service2,10-10-2022,09-10-2022 18:47,1,Seater,Online Booking,874,874,Mon,J-A
Service2,10-10-2022,07-10-2022 00:27,1,Seater,Online Booking,658,658,Mon,J-A
Service2,10-10-2022,07-10-2022 12:32,1,Sleeper,Online Booking,790,790,Mon,J-A
Service2,10-10-2022,10-10-2022 17:13,1,Sleeper,Online Booking,933,933,Mon,G-A
Service2,10-10-2022,08-10-2022 16:39,1,Sleeper,Online Booking,845,845,Mon,G-A
Service2,10-10-2022,10-10-2022 22:30,1,Sleeper,Online Booking,907,907,Mon,J-B
Service2,10-10-2022,28-09-2022 22:09,1,Sleeper,Online Booking,842,842,Mon,J-A
Service2,10-10-2022,01-10-2022 22:38,1,Sleeper,Online Booking,854,854,Mon,J-A
Service2,10-10-2022,01-10-2022 15:23,1,Sleeper,Online Booking,817,817,Mon,J-B
Service2,10-10-2022,02-10-2022 21:57,1,Seater,Online Booking,677,677,Mon,J-A
Service2,10-10-2022,03-10-2022 16:06,1,Seater,Online Booking,693,693,Mon,J-A
Service2,10-10-2022,03-10-2022 18:35,1,Sleeper,Online Booking,809,809,Mon,J-A
Service2,10-10-2022,06-10-2022 12:37,2,Sleeper,Online Booking,1690,845,Mon,J-A
Service2,10-10-2022,06-10-2022 14:19,1,Sleeper,Online Booking,866,866,Mon,J-A
Service2,10-10-2022,06-10-2022 21:06,1,Seater,Online Booking,710,710,Mon,J-A
Service2,11-10-2022,11-10-2022 17:40,1,Seater,Online Booking,699,699,Tue,J-A
Service2,11-10-2022,10-10-2022 19:25,2,Sleeper,Online Booking,1560,780,Tue,J-A
Service2,11-10-2022,11-10-2022 17:33,1,Sleeper,Online Booking,806,806,Tue,J-A
Service2,11-10-2022,11-10-2022 17:09,1,Seater,Offline Booking,650,650,Tue,J-A
Service2,11-10-2022,11-10-2022 12:59,1,Seater,Online Booking,694,694,Tue,J-A
Service2,11-10-2022,11-10-2022 12:47,3,Sleeper,Online Booking,2532,844,Tue,J-A
Service2,11-10-2022,11-10-2022 11:19,1,Seater,Online Booking,709,709,Tue,J-A
Service2,11-10-2022,10-10-2022 22:04,1,Sleeper,Offline Booking,875,875,Tue,J-A
Service2,11-10-2022,11-10-2022 18:35,2,Sleeper,Online Booking,1568,784,Tue,J-A
Service2,11-10-2022,10-10-2022 17:00,1,Sleeper,Online Booking,800,800,Tue,J-A
Service2,11-10-2022,08-10-2022 21:11,1,Sleeper,Online Booking,857,857,Tue,J-A
Service2,11-10-2022,10-10-2022 12:33,1,Sleeper,Online Booking,802,802,Tue,J-A
Service2,11-10-2022,10-10-2022 09:21,1,Seater,Online Booking,710,710,Tue,J-A
Service2,11-10-2022,10-10-2022 09:21,1,Seater,Online Booking,673,673,Tue,J-A
Service2,11-10-2022,09-10-2022 20:34,1,Seater,Online Booking,691,691,Tue,J-A
Service2,11-10-2022,09-10-2022 09:44,2,Sleeper,Online Booking,1682,841,Tue,J-A
Service2,11-10-2022,07-10-2022 13:57,1,Sleeper,Online Booking,833,833,Tue,J-A
Service2,11-10-2022,06-10-2022 15:24,1,Seater,Online Booking,706,706,Tue,J-A
Service2,11-10-2022,03-10-2022 12:11,2,Sleeper,Online Booking,1566,783,Tue,J-A
Service2,11-10-2022,04-10-2022 12:15,1,Sleeper,Online Booking,812,812,Tue,E-A
Service2,11-10-2022,11-10-2022 19:49,1,Seater,Online Booking,594,594,Tue,J-A
Service2,11-10-2022,11-10-2022 21:01,2,Sleeper,Online Booking,1440,720,Tue,J-A
Service2,11-10-2022,10-10-2022 16:36,2,Sleeper,Online Booking,1458,729,Tue,J-A
Service2,11-10-2022,11-10-2022 20:19,1,Sleeper,Online Booking,735,735,Tue,J-A
Service2,11-10-2022,11-10-2022 21:37,1,Sleeper,Offline Booking,732,732,Tue,J-A
Service2,11-10-2022,11-10-2022 21:41,1,Seater,Online Booking,569,569,Tue,J-A
Service2,11-10-2022,11-10-2022 22:26,1,Sleeper,Online Booking,731,731,Tue,J-A
Service2,12-10-2022,12-10-2022 13:23,1,Seater,Online Booking,599,599,Wed,J-A
Service2,12-10-2022,12-10-2022 22:35,1,Sleeper,Offline Booking,721,721,Wed,J-A
Service2,12-10-2022,12-10-2022 17:06,1,Sleeper,Online Booking,712,712,Wed,J-A
Service2,12-10-2022,12-10-2022 16:28,2,Sleeper,Online Booking,1382,691,Wed,J-A
Service2,12-10-2022,12-10-2022 16:07,1,Seater,Offline Booking,597,597,Wed,J-A
Service2,12-10-2022,12-10-2022 14:58,2,Sleeper,Online Booking,1470,735,Wed,J-A
Service2,12-10-2022,12-10-2022 14:56,1,Seater,Online Booking,604,604,Wed,J-A
Service2,12-10-2022,12-10-2022 14:38,2,Sleeper,Offline Booking,1428,714,Wed,J-A
Service2,12-10-2022,12-10-2022 11:02,2,Sleeper,Online Booking,1468,734,Wed,J-A
Service2,12-10-2022,11-10-2022 15:22,2,Sleeper,Online Booking,1420,710,Wed,E-A
Service2,12-10-2022,12-10-2022 06:15,1,Sleeper,Online Booking,728,728,Wed,J-A
